paragraph,paragraphNumber,filePath,fileName,matchingKey,PoliceReform,Operations_PatrolsInterventions,StateAdministration,RefugeeAssistance,ElectionAssistance,LegalReform,CivilSocietyAssistance
"36. Given the still precarious situation in Port-au-Prince and the lack of progress in disarmament at the national level, security for the electoral period was a prominent theme throughout the mission’s discussions with its interlocutors. Members of the Provisional Electoral Council reminded the mission of their own vulnerability, noting that the Council’s headquarters had been attacked twice during the week the registration was originally scheduled to begin. Moreover, members of the Electoral Council expressed deep concern that any attacks against civilians early in the registration period could severely undermine any efforts to encourage potential voters to participate in the electoral process. Reflecting such a concern, a religious leader stressed that electoral participation in Haiti should not require people to put their lives at risk to exercise their right to vote.",36,data/pdfs\MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2008_202,True,False,False,False,False,False,False
"37. The Interim Prime Minister proposed that the security arrangements be reinforced during the electoral period, including through the deployment of additional French-speaking MINUSTAH civilian police officers. The mission noted that there was a plan to recruit and train electoral security assistants to provide security to the registration centres and subsequently to the polling stations, but many interlocutors felt that this would be insufficient and that MINUSTAH military and police forces would still need to provide security at the polling stations. The mission welcomed the participation of MINUSTAH in the electoral security commission created by the Interim Prime Minister, which brings together representatives from the Provisional Electoral Council, the national police and the Transitional Government.",37,data/pdfs\MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2008_202,False,False,False,False,False,False,False
"41. Given the country’s historical background, many Haitians remain sceptical about the prospects for the forthcoming elections. Several actors repeatedly stressed that elections were only one of numerous steps to be taken in building a democratic society. Some were concerned that the elections might simply pave the way for a new “dictatorial era” if nothing was done to reform the judicial sector and the State apparatus. Others raised the difficulty of ensuring inclusivity, given the polarized political landscape. The mission is firmly of the view that the Haitian people need to be informed that the elections will lead to significant change. It is clear that, for the elections to be successful, people will need to be psychologically prepared to participate. Numerous interlocutors stressed the need for civic education at all levels and to reach out to all sectors of the population, particularly the youth. Political leaders, for their part, must prepare the ground for free and fair elections, commit themselves to peacefully accepting the results, and assume the responsibility of meeting voters’ expectations in the post-electoral period. The mission called upon all leaders of the country to take full responsibility for the sovereign affairs of Haiti and fulfil their responsibility for improving the lives of their constituents once they are elected to office. Human rights",41,data/pdfs\MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2008_202,False,False,False,False,False,False,False
"43. The mission was informed that human rights investigations, including those conducted by MINUSTAH, were hampered by the instability of the situation and the security concerns of victims and witnesses. It had also proved difficult to engage the of the population and the ambiguous attitude of the Transitional Government, as indicated above. In this regard, it was suggested that a national procedure could be established for the filing of complaints against members of the national police or the international civilian police. Other challenges were noted, such as the national capacity to effectively uphold human rights and the over-reliance on MINUSTAH civilian police and the national police in the conduct of such investigations.",43,data/pdfs\MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2008_202,True,False,False,False,False,False,False
"45. Virtually all Haitian interlocutors identified themselves with the statement of a Transitional Government official that poverty is “the underlying root of unrest in Haiti”, as well as the consensus view that there could be no genuine stability in the country without the strengthening of its economy. Both the Haitian interlocutors and the mission stressed the need for a long-term strategy to promote development and combat poverty. In cooperation with the donor community, the Transitional Government has developed an interim poverty reduction strategy, the Interim Cooperation Framework. All interlocutors underlined the need to accelerate and streamline donor funding in order to visibly improve living conditions for the Haitian population, and to ensure that the Transitional Government had the capacity to develop and implement projects. They welcomed the implementation of the projects identified by the recent international conference held in Cayenne, which were selected according to their ability to rapidly disburse funds and to respond to the most urgent needs of the population in such fields as road-building, electricity generation, governance and access to basic services.",45,data/pdfs\MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2008_202,False,False,False,False,False,True,False
"46. At his meeting with the mission, the Interim Prime Minister underlined the need for Haitian priorities to be taken into account, donor funds to be spent within Haiti, and tangible improvement in the country’s basic infrastructure, particularly electricity, the exploration of renewable sources of energy such as solar, wind and water power, and the development of the country’s 3,000 kilometres of roads, which would facilitate the growth of the agricultural sector in the north and allow farmers to bring goods to market. For his part, the Interim President cited as priorities the development of the agricultural sector through irrigation resources, the building of roads and electricity generation, and the need to combat deforestation and environmental degradation. from the Interim Cooperation Framework, the mission was reminded of the enormous development challenges in Haiti which, in fact, represent a situation worse in many aspects than in countries that have undergone years of conflict. The mission was informed that, owing to the country’s dire economic, social and political plight, there was little hope that Haiti — where public health indicators are the worst in the region, life expectancy is 50 years and infant mortality is 80 per 1,000 — would achieve any of the United Nations Millennium Development Goals until 2015, unless a focused and urgent international cooperation initiative were launched for that purpose. At the same time, the mission is convinced that short- term economic progress is not only possible but also essential in the lead-up to the elections, provided that rapid disbursement of donor funds is ensured and projects are agreed upon with Haitian priorities in mind.",46,data/pdfs\MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2008_202,True,False,False,False,False,False,True
"48. The mission was also briefed on additional ways in which MINUSTAH implements the integrated mission concept with a view to promoting long-term development in collaboration with United Nations agencies. Five main areas of cooperation were cited, namely, disarmament, justice, elections, national dialogue and child protection. Other areas highlighted were the work of UNICEF and MINUSTAH to combat child trafficking in Haiti, a country where about half of the population is under 15, as well as the efforts of a network of United Nations agencies working on women’s issues. On the latter, the mission acknowledged that the current climate of violence, insecurity and impunity marginalized Haitian women in their daily lives and, in particular, left them vulnerable to sexual violence. Humanitarian situation",48,data/pdfs\MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2008_202,False,False,False,False,False,False,True
"50. The mission found that the State institutions in Haiti at all levels remained weak and in urgent need of reform and capacity-building. Some interlocutors said that State institutions faced continuing problems of corruption, lack of capacity of the civil service, absence of transparency and accountability and lack of necessary equipment. The population was also seen as alienated from the administration, leading to poor governance, which contributed to the country’s current situation. At the same time, the mission found that progress had been achieved in key sectors such as addressing the deficit in the budget through improvements in fiscal procedures and governance. In essence, the mission considered that a modern public administration did not yet exist in the country. outlying regions. Gonaïves, for example, has not had a serving mayor since December 2004. In addition, it is without a functioning civil administration and characterized by absentee personnel who ironically receive their salaries while the city could not even allocate a budget for public services or capital improvement.",50,data/pdfs\MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2008_202,True,False,False,False,False,False,False
55. The mission found that many national and international interlocutors pointed to the negative and sensationalist role played by the media in Haiti. The mission found that capacity-building in the Haitian media might promote the political transition process as well as the security and stability of the country. Regional relations,55,data/pdfs\MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2008_202,False,False,False,False,False,False,False
"57. The mission took note of the extensive assistance being provided by OAS in the preparation of the elections. OAS has taken on the responsibility of supporting the Provisional Electoral Council in conducting the registration of voters by taken on was the underpinning of the electoral process, and it was essential that OAS, in support of the Electoral Council, ensure a successful and timely implementation of the exercise.",57,data/pdfs\MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2008_202,False,False,False,False,False,False,False
"59. The Security Council mission found that, although MINUSTAH had deployed slowly, it was now working well, despite difficult circumstances. The mission welcomed the significant work undertaken by MINUSTAH to date, while recognizing that many challenges remained.",59,data/pdfs\MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2008_202,False,False,False,False,False,False,False
"60. The mission found that there were differing views within the population on the performance of MINUSTAH although, on balance, it was viewed in positive terms. Interlocutors focused on the improvements made in recent months in a number of areas, particularly security. It was generally recognized that MINUSTAH could do more in such areas as reform of the national police and disarmament, demobilization and reintegration. The mission found, on its visit to Cap-Haïtien, that the national interlocutors welcomed the efforts made by MINUSTAH on behalf of Haiti, contrasting with some assessments heard in the capital.",60,data/pdfs\MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2008_202,False,False,False,False,False,False,True
"61. Some interlocutors expressed concern, however, about the need to ensure that international assistance including economic cooperation took into account the specific complexities of Haiti, especially in view of the perceived failure of previous United Nations missions in the country. Some interlocutors warned against applying international model approaches in Haiti. The mission is aware that MINUSTAH is cognizant of this fact and has made efforts to ensure that the solutions proposed are tailored to the unique situation. The mission also found that MINUSTAH was willing to act and to apply lessons learned.",61,data/pdfs\MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2008_202,False,False,False,False,False,False,False
"64. The visit of the Security Council mission provided an excellent opportunity to have direct talks with a broad spectrum of political, religious and civil society actors in Haiti. In-depth discussions with MINUSTAH personnel helped the mission enhance its understanding of the work of MINUSTAH in discharging its mandate.",64,data/pdfs\MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2008_202,True,False,False,False,False,False,False
"73. The mission expresses concern as to whether sufficient resources will be available to ensure security during the election period. The members request the Department of Peacekeeping Operations to (a) make a comprehensive review of the security situation on the ground and of the resources that currently belong to MINUSTAH; (b) make early recommendations on the need for additional police and military resources once they reach the ceilings established in Security Council resolution 1542 (2004); and (c) make recommendations to improve the rules of engagement of the civilian police in accordance with the mandate to provide, inter alia, operational support to the Haitian National Police, in order to increase global security and protection in view of and during the electoral period.",73,data/pdfs\MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2005_302.pdf,MINUSTAH_S_2008_202,False,False,False,False,False,False,False
"6. The launch of the national dialogue process has received much publicity and sparked mixed reactions. The extent to which the entire political spectrum and population supports the dialogue is unclear. Differences remained on what the dialogue should focus on now and in the future, and agreement has yet to be reached to begin a longer-term dialogue before the upcoming elections. Some civil society organizations and political parties, including some factions of Fanmi Lavalas, expressed reservations about provisions in the decree establishing the national dialogue, which bar changing the Transitional Government, the Consensus on the Political Transition of 4 April 2004 (see S/2004/300, paras. 12-14), the electoral calendar and the Constitution. MINUSTAH continued to meet with key political actors representing political parties, including different factions of Fanmi Lavalas, to ensure that the dialogue serves the long-term aim of national reconciliation, as well as the holding of credible and inclusive elections. Preparations for elections",6,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,False,False,False,False,True,False,False
"9. MINUSTAH has expressed concern about the constitutionality of certain provisions of the electoral law, such as the introduction of the right of appeal to the Supreme Court; the introduction of the simple majority rule for declaring the winner at the second round of the presidential and legislative elections; and special requirements placed on independent candidates which do not apply to candidates from political parties. Prior to the adoption of the electoral law and immediately after its publication, MINUSTAH communicated its concerns to both the Electoral Council and the Transitional Government, but none of those provisions has been challenged through legal means by local political actors. In addition, the Transitional Government has yet to adopt necessary decrees, such as decrees on the funding of political parties and on the official status of the new national identification card, which will be issued at the time of registration.",9,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,False,False,False,False,True,True,False
"10. Security for the electoral process remains a key concern, as demonstrated by attacks on the headquarters of the Electoral Council on 24 and 29 March 2005. On 1 April, the Prime Minister created an Electoral Security Commission, comprising representatives of the Transitional Government, the Electoral Council, the national police and MINUSTAH, which is charged with preparing a comprehensive security plan for the elections and supervising its execution. Following a needs assessment in February 2005 (see S/2005/124, para. 32), the Electoral Council, in consultation with MINUSTAH and the national police, agreed to establish a corps of 3,600 local electoral security assistants who, armed with non-lethal weapons, will provide security at the registration and polling centres alongside MINUSTAH and the police. MINUSTAH, in cooperation with the police and the United Nations Office for Project Services, began the recruitment and training of those assistants on 28 April.",10,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,False,False,False,False,False,False,False
"11. Following an assessment that the initial budget for the elections was insufficient (see S/2005/124, para. 30), the Electoral Council, with technical assistance from MINUSTAH, OAS and relevant donors, developed a revised budget of $60.7 million. It includes additional requirements for security (for example, the recruitment and training of electoral security assistants), infrastructure, transportation, communications and contingency expenses. The total shortfall for the revised budget is approximately $22 million.",11,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,False,False,False,False,True,False,False
"13. Public security suffered a significant setback on 19 February 2005 when a group of unidentified armed men entered the National Penitentiary in Port-au-Prince and enabled 493 detainees to escape. Immediately after the escape, the Transitional Government dismissed two senior penitentiary officials and detained eight prison guards for alleged complicity in the breakout. Security was reinforced at detention centres throughout the country by the national police in cooperation with MINUSTAH. As at 18 April, 76 escapees had either been recaptured or returned voluntarily.",13,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,False,False,False,False,False,False,False
"14. Having almost reached its authorized troop and police strength, MINUSTAH continued to maintain a robust approach to ensure a secure and stable environment and the gradual stabilization of the overall security situation throughout the country. A number of successful operations have been undertaken during the reporting period. MINUSTAH retook some police stations occupied by the former military and other illegal armed groups. On 20 March 2005, MINUSTAH recovered the police station in Petit-Goâve, which had been illegally occupied since August 2004. During the operation, one MINUSTAH soldier was killed and three others were wounded. The illegal armed group that had occupied the station also suffered casualties and 27 individuals were disarmed and handed over to the national police. On the same day, a MINUSTAH soldier was killed and another injured during an attack by unidentified armed persons while manning a checkpoint near Terre-Rouge. On 21 March, MINUSTAH recovered the police station in Terre-Rouge, believed to have been used as a base by those who attacked the MINUSTAH checkpoint; no casualties were reported. Both police stations are now under the control of MINUSTAH and the national police.",14,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,False,False,False,False,False,False,False
"15. MINUSTAH, in support of the national police, also undertook operations in the shantytowns of Port-au-Prince. As a result, gang activity decreased in Bel-Air, and the security situation in the commercial districts of the capital improved. However, the situation in Cité Soleil remains challenging. MINUSTAH strengthened its presence in that area by establishing permanent checkpoints, increasing patrolling and delivering humanitarian assistance, but, criminal acts continued. On 31 March 2005, the national police and MINUSTAH launched an operation in Cité Soleil to restrict the movements of gang members and the circulation of their weapons and ammunition. On 14 April, a MINUSTAH soldier who was part of that operation was shot and killed. The following day, an operation undertaken by MINUSTAH and the national police to arrest the main gang leaders in Cité Soleil met with strong resistance from gang members. apprehend individuals wanted for alleged involvement in criminal activities. During such operations on 9 and 10 April, the self-styled former military leader, Ravix Rémissainthe, a gang leader, René Jean Anthony (known as “Grenn Sonnen”), and eight other gang members were killed. Mr. Rémissainthe and Mr. Anthony had been on the “wanted list” of the national police as the primary suspects in the murder of four police officers on 6 February 2005.",15,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,False,True,False,False,False,False,False
"18. MINUSTAH has devoted significant attention to monitoring public demonstrations, most of them organized by Fanmi Lavalas supporters, as well as urging demonstrators to abide by the law. While most demonstrations were peaceful, with only minor incidents, on 28 February 2005 in Bel-Air, despite the peaceful nature of the demonstration, the national police killed one demonstrator. In addition, on 27 April at least five people were killed by the national police in circumstances that are unclear. Despite repeated requests by MINUSTAH for a full investigation, the national police has not yet undertaken an investigation of the first incident, and continued to give conflicting versions of the second one. Disarmament, demobilization and reintegration",18,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,True,False,False,False,False,False,False
"20. In an encouraging development, on 13 March 2005, 227 former soldiers in Cap-Haïtien surrendered a symbolic number of weapons and agreed to be reintegrated into society. The former soldiers, as well as those involved in the illegal occupation of the residence of former President Aristide (see S/2005/124, para. 9), are currently in Port-au-Prince under the responsibility of the Transitional Government until the disarmament, demobilization and reintegration programme becomes operational. A number of former military leaders and political leaders have publicly called upon the former soldiers to lay down their weapons. Generally, antiquated. MINUSTAH continued its sensitization campaign with other illegal armed groups on a community-by-community basis. Members of some urban gangs in Les Cayes and Port-au-Prince have expressed interest in handing over weapons in exchange for community development initiatives.",20,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,False,False,False,False,False,False,False
"23. The MINUSTAH police component continued to provide operational support to the national police. At the same time, MINUSTAH has been able to increasingly redirect its attention to training and capacity-building of the police, and has begun to implement a co-location programme, which will facilitate the provision of advice, support and training activities at all levels of the police. As at 9 May, 415 civilian police officers were taking part in the co-location programme at central-level offices and police stations, which has improved the working relationships, information exchanges and capacity to provide tactical support to the police. The Mission is negotiating a memorandum of understanding with the national police to institutionalize and strengthen the co-location programme. The investigative capacity of key units such as the judicial police, to which 14 MINUSTAH police advisers have been assigned, has also been reinforced. Because of the lack of a formal intelligence structure within the police, however, the current capacity for proper intelligence gathering and analysis is not yet adequate. The limited number of MINUSTAH police personnel, particularly French-speaking officers, has hampered the pace of the Mission’s training and capacity-building programmes.",23,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,True,False,False,False,False,False,False
"24. MINUSTAH police advisers at the Police Academy continued to supervise and assist in the training of the sixteenth national police class, which comprised 368 new recruits, including 15 women. In addition, MINUSTAH assisted in the training of 37 training began on 17 March for officers in the Northern District (281 officers) and the North-Eastern District (82 officers). MINUSTAH police also continued to participate in the implementation of the joint vetting programme for the Haitian police, initially launched by OAS and the United States Government in June 2004. From 24 February to 19 April, MINUSTAH police and OAS officers interviewed 923 candidates for the seventeenth class, scheduled to begin late in May 2005; 794 of the candidates were cleared for training. At the request of the Transitional Government, 227 former military from Cap-Haïtien will go through the vetting programme and those eligible may be selected to participate in the seventeenth class.",24,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,True,False,False,False,False,False,False
25. MINUSTAH started implementing a pilot project in one police station aimed at improving facilities in police stations to receive women victims of violence who want to file a complaint. Children’s rights issues have been included within the training modules for senior police officers. public administration,25,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,True,False,False,False,False,False,False
"27. In cooperation with UNDP and bilateral partners, MINUSTAH has undertaken a programme to support the local public administration, to strengthen the legal framework and to enhance the participation of citizens in local decision-making and planning. A handbook on municipal administration was finalized with the Ministry of the Interior; in addition, MINUSTAH has published a record of applicable legislation for local administration and governance.",27,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,False,False,True,False,False,True,False
"28. Some former Administrative Commissions of the Sub-Municipal Section are still operational throughout the country. In the most remote areas of the country, where the national police was absent and where MINUSTAH does not have a permanent presence, some of the Commissions were reportedly replaced by informal or even illegal groups that took on administrative and policing tasks, while others continued to collaborate with the Chefs de Section, a former rural police affiliated to the former military. The Mission has documented most cases during field visits or from reports of community leaders and organizations, so as to follow up once the national police has been deployed and new local authorities are in place after the elections later in the year.",28,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,False,False,True,False,False,False,False
"31. MINUSTAH human rights officers have been deployed to 8 of the 10 administrative districts of Haiti. They visited police stations and detention centres, giving special attention to the situation of women detainees. They also followed up a number of individual cases, and interviewed victims and their relatives. MINUSTAH established a Joint Special Investigation Unit, composed of human rights and civilian police officers, which has identified a series of priority cases of alleged human rights violations. Although the unit is not yet operational, it is expected that investigations on those cases will begin shortly.",31,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,True,False,False,False,False,False,False
"33. Violence against children, including sexual violence, continued to be a source of grave concern, particularly in the impoverished districts of Port-au-Prince. Reportedly, since the beginning of 2005, at least 50 children have died in Cité Soleil as a result of gang violence and, according to testimony obtained by MINUSTAH, many others have been victims of rape by gang members. UNICEF and MINUSTAH are investigating human rights violations against children allegedly perpetrated by and the fatal shooting of a 4-year-old girl on 10 February in Pétionville.",33,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,True,False,False,False,False,False,False
"34. The relevant institutions of Haiti, non-governmental organizations, UNICEF and MINUSTAH have been working on a strategy to separate children from armed groups. An understanding has been reached between organizations dealing with children’s rights, MINUSTAH and the Ministries of Justice and Social Affairs that the disarmament, demobilization and reintegration of children participating in gang activity should be handled outside the criminal justice system. MINUSTAH organized focus groups, involving residents affected by violence and community leaders, to develop modalities for reintegrating juvenile members of the armed groups into their communities.",34,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,False,False,False,False,False,False,False
"37. With the hurricane season approaching in June, MINUSTAH and the United Nations country team have reinforced the integrated contingency plan for natural disasters and coordinated with national disaster plans to ensure a well-synchronized response to the provision of life-saving support and assistance when required.",37,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,False,False,False,False,False,False,False
"38. The tense security environment in Port-au-Prince, in particular in the shantytowns, continued to hamper the work of humanitarian organizations and required coordination of activities between MINUSTAH and the aid community. Violence in the capital has resulted in the outflow of an estimated 200 to 300 people into the mountains surrounding the city. In the absence of a local presence of the Office of the United Nations High Commissioner for Refugees, MINUSTAH is monitoring the rights of those internally displaced persons.",38,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,False,False,False,True,False,False,False
"40. As at 9 May 2005, 57 quick-impact projects were being implemented in various areas including agriculture, education, health, HIV/AIDS, rehabilitation of infrastructure, water and sanitation. Five of the quick-impact projects have been implemented by MINUSTAH troops, mainly in the area of rehabilitation of infrastructure. Gender",40,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,False,False,True,False,False,False,False
"42. MINUSTAH continued to provide awareness training to its personnel and the national police. Jointly with UNAIDS, MINUSTAH developed an HIV/AIDS peer leader training programme to engage its personnel in prevention, education and communication activities, and to establish partnerships with national and international organizations involved in HIV/AIDS response, particularly vulnerable groups and people living with HIV/AIDS. MINUSTAH also continued to participate in the Interim Cooperation Framework Sectoral Round Table on HIV/AIDS.",42,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,True,False,False,False,False,False,False
"48. Currently, formed police units are deployed in Port-au-Prince (4 units), Les Cayes (1 unit) and Gonaïves (1 unit) to support the national police in static security duties, general operational back-up and crowd control. To increase the Mission’s ability to deal with potential civil disorder in connection with the electoral campaign and the aftermath of the elections, MINUSTAH needs to reorient existing resources and to enhance its coverage of the country with formed police units. It is envisaged that one of the units currently in Port-au-Prince would move to Cap-Haïtien prior to the elections. As previously reported (S/2004/908, para. 53), an additional formed police unit of 125 officers within the current authorized strength would be deployed. Of these, 40 personnel have already been added to one of the Jordanian units in Port-au-Prince, and 85 officers from Senegal, constituting the seventh unit, will be deployed to Hinche shortly. Since Hinche is likely to continue to be a particularly sensitive area, this seventh unit should be deployed there on a permanent basis. In addition to the already authorized force, one additional formed police units should be deployed in Port-au-Prince as surge capacity until after the new government is installed in February 2006. That unit would also serve as a tactical reserve, available for deployment in whole or in part to provide assistance elsewhere in the country as required.",48,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,True,True,False,False,False,False,False
"49. In order to enhance the Mission’s activities to professionalize the Haitian National Police, the police component plans to strengthen its involvement in the vetting programme, which will encompass not only new recruits but also current officers; in investigations related to human rights abuses or other serious security incidents; and in election-related activities. MINUSTAH experience in assisting the national police has shown the pressing need to strengthen the role of civilian police officers in providing practical guidance to the Haitian police at all levels. In order to address these needs, MINUSTAH will require that the numbers making up the seventh formed police unit and the strengthened Jordanian unit be replenished by new civilian police personnel (125 officers) whose deployment had been postponed to allow for the establishment of the formed police units as well as 25 additional officers. The total requirement proposed for the MINUSTAH police component is 275 additional personnel, which would raise the new police component ceiling from 1,622 to 1,897 police officers (including 1,000 officers in formed police units). Support for the judiciary",49,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,True,False,False,False,False,False,False
"50. The overwhelming majority of citizens detained in Haitian prisons have not been accorded due process. Further to the proposals contained in my report of April 2004 (S/2004/300, paras. 35-38), the Mission is working closely with the Transitional Government to expedite the judicial procedures for all cases of prolonged pre-trial detention, and exploring possible solutions such as the establishment of an ad hoc commission to review the cases of detainees. More generally, the Transitional Government requires assistance to overcome the respective Haitian institutions the possibility of playing a more direct and proactive role in this area, including through the appointment of international experts, acting as monitors and/or observers, exercising direct technical follow-up of certain proceedings, and providing legal advice to the judiciary. International independent electoral observation",50,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,False,False,False,False,False,False,False
"51. Under its current mandate, the election-related activities of MINUSTAH in support of the Transitional Government and the Electoral Council focus on the provision of security, as well as technical, logistical and administrative assistance. These activities are carried out in close cooperation with OAS. It is essential to ensure the transparency and credibility of the ballot to encourage broad participation. To this end, international electoral observation will be desirable to help ensure that the electoral authorities prevent and correct irregularities. It is expected that a number of international organizations and individual Member States would be willing to deploy electoral observers and would soon initiate discussions in this regard with Haitian authorities.",51,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,False,False,False,False,True,False,False
"58. There have been signs of improvement in the security situation following successful operations by MINUSTAH and the Haitian National Police, with a view to curbing the activities of illegal armed groups and reducing their activities. These efforts must be maintained, to eliminate potential threats to the approaching electoral process.",58,data/pdfs\MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313.pdf,MINUSTAH_S_2005_313,False,True,False,False,False,False,False
"6. Political tensions, as well as security concerns, reached a high point when the well-known journalist and poet Jacques Roche, who had been kidnapped four days earlier, was found murdered on 14 July. Some government officials, as well as the Council of Eminent Persons, condemned the killing in public statements which were widely interpreted as accusations that Fanmi Lavalas members had been involved in the murder and calling for the banning of Fanmi Lavalas. Investigations by MINUSTAH and the Haitian National Police into the kidnapping and subsequent murder suggested that the crime was politically motivated, but could not conclusively establish responsibility.",6,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,False,False,False,False,False,False,False
"7. The appearance of Father Gérard Jean-Juste, a Lavalas activist, at Mr. Roche’s funeral on 21 July provoked a strong reaction from the crowd. To ensure his protection, he was taken by MINUSTAH to a police station. There he was later arrested and charged by an examining magistrate with participating in the kidnapping and murder of Mr. Roche. On 31 August he was transferred to the annex of the National Penitentiary, where Mr. Neptune and former Interior Minister Jocelerme Privert remain imprisoned, with MINUSTAH monitoring their detention and ensuring security.",7,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,False,False,False,False,False,False,False
"8. Political parties have become increasingly active in the lead-up to the elections. MINUSTAH organized a series of meetings of political parties in order to create a positive environment for the electoral process. The first of those meetings, held on 11 and 12 May, brought together 36 party leaders, who discussed issues of governance, the transitional process and prolonged pretrial detention. On 17 May leaders of 34 political parties signed the “Port-au-Prince declaration against corruption”, which calls for the development of an ethical code of conduct for political parties. The signatories also committed themselves to conducting an open and honest electoral campaign and establishing a parliamentary commission on corruption at the next session of Parliament.",8,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,False,False,False,False,True,False,False
"9. A further step was taken on 14 June, when 17 political parties, including sectors of Fanmi Lavalas, signed an electoral code of conduct that bars the use of violence in the pursuit of political power. On 25 and 26 July, MINUSTAH, the United Nations Development Programme (UNDP) and the Transitional Government organized a workshop for some 60 political leaders, at which key governance issues were discussed.",9,data/pdfs\MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631.pdf,MINUSTAH_S_2005_631,False,False,False,False,False,False,False
